id,lat,lon
W_cluster_7578925589_7578925590,58.36193485120207,26.759420712792448
W_11861679086,58.36193736829632,26.737913583050062
W_8154476054,58.36193803675173,26.73246027362947
W_6694711492,58.36194001144218,26.68704728388083
W_8107321172,58.36195480902435,26.724694634254845
W_6694844009,58.361963711742796,26.741951583563697
W_248509510,58.36198002114128,26.69997386828132
W_330045283,58.361992014784434,26.724746642309196
W_6694844273,58.361996625571074,26.739399525437246
W_5200254982,58.36200551086658,26.72517585694288
W_7401632992,58.36203133538823,26.71183648273809
W_3099065395,58.36203936226833,26.70339357241482
W_1610343172,58.362040507364775,26.717565919400165
W_8164649251,58.36206185693615,26.71609166879484
W_8363642839,58.36207037177142,26.723097626406936
W_3099060988,58.36207189240804,26.702742311095264
W_6694843998,58.36207785007637,26.742925266768083
W_248509509,58.362090949213915,26.699286902128865
W_6161780112,58.36209396446026,26.708199562081326
W_6694844276,58.36209742317356,26.737301401273623
W_6694844279,58.362102674439036,26.73749705181798
W_4034661478,58.36210998426532,26.68250303730359
W_3139884911,58.36211288311229,26.772654088083783
W_8164649249,58.3621155583299,26.716980472539664
W_8919912134,58.362120298690684,26.73628296152979
W_cluster_11335434389_330044275,58.362122369804936,26.735980438912662
W_cluster_6694844288_6694844294,58.36212796350554,26.738267830206155
W_5391050226,58.362136774058634,26.774125963931912
W_6694844293,58.362152184629004,26.738781400813078
W_330041424,58.36216100604414,26.734510852686892
W_1914548340,58.362162123337136,26.686972511380997
W_330046358,58.36217296505107,26.73945889847216
W_cluster_330046302_4393475278_5372323086_7139933499,58.36219254482095,26.740121878525848
W_cluster_1116794013_963506201,58.36219606178764,26.68226316323047
W_7401632993,58.36219839358288,26.711119185689085
W_6864514409,58.36221824922564,26.774285755510927
W_8363642833,58.36222065967317,26.723068078884907
W_cluster_11927798767_330045437,58.36222560578865,26.747853534256425
W_4522028090,58.362226404866185,26.730518109326592
W_13148140697,58.362228326498226,26.730748479414647
W_6694844285,58.362229311094865,26.73749525731703
W_330044419,58.36223199032248,26.73305622985455
W_cluster_11335434399_11335434401_330045131_330045136_#1more,58.3622322595697,26.730654107938978
W_8749133960,58.36223332710234,26.763869820602874
W_330040902,58.3622339528523,26.697805957830926
W_248509595,58.36223971021271,26.706655224340395
W_7231243801,58.36224719689706,26.760216901509633
W_8154476052,58.36226321342335,26.732051392780992
W_1257929933,58.36226901783637,26.689042470082875
W_6355038774,58.36227012672873,26.731835653562992
W_6694844292,58.362271722424694,26.738381958764027
W_8145243511,58.36227942132538,26.731470692810017
W_6694844291,58.36228067080266,26.73876165182777
W_4747302755,58.36229120413632,26.774452609417708
W_330045365,58.362297018844956,26.695423971353748
W_8749133961,58.3623171894102,26.763175029172295
W_1257929910,58.36231722022356,26.688587085787372
W_cluster_330042222_7004655443,58.36232127781421,26.70870767943353
